OTU.ID	N1.Rhizo	N10.Rhizo	N11.Rhizo	N12.Rhizo	N13.Rhizo	N14.Rhizo	N15.Rhizo	N16.Rhizo	N17.Rhizo	N18.Rhizo	N19.Rhizo	N2.Rhizo	N20.Rhizo	N21.Rhizo	N22.Rhizo	N23.Rhizo	N24.Rhizo	N25.Rhizo	N26.Rhizo	N27.Rhizo	N28.Rhizo	N29.Rhizo	N3.Rhizo	N30.Rhizo	N31.Rhizo	N32.Rhizo	N33.Rhizo	N34.Rhizo	N35.Rhizo	N36.Rhizo	N37.Rhizo	N38.Rhizo	N39.Rhizo	N4.Rhizo	N40.Rhizo	N41.Rhizo	N42.Rhizo	N43.Rhizo	N44.Rhizo	N45.Rhizo	N46.Rhizo	N47.Rhizo	N48.Rhizo	N49.Rhizo	N5.Rhizo	N50.Rhizo	N51.Rhizo	N52.Rhizo	N53.Rhizo	N54.Rhizo	N55.Rhizo	N56.Rhizo	N57.Rhizo	N58.Rhizo	N59.Rhizo	N6.Rhizo	N60.Rhizo	N61.Rhizo	N62.Rhizo	N63.Rhizo	N64.Rhizo	N65.Rhizo	N66.Rhizo	N67.Rhizo	N68.Rhizo	N7.Rhizo	N8.Rhizo	N9.Rhizo
ASV21924	1	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	2	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ASV21925	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ASV21926	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASV21927	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ASV21928	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ASV21929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2193	1	1	2	9	1	9	1	0	0	0	0	0	1	21	2	0	3	2	0	15	2	2	5	2	1	4	0	1	0	60	1	0	0	0	8	0	0	6	30	7	4	2	4	0	4	2	0	0	0	0	0	9	18	0	1	6	1	1	1	0	0	7	2	0	11	36	0	5
ASV21930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	4	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	0	0	0
ASV21931	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0
ASV21932	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0
ASV21933	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV21934	1	0	0	1	0	1	1	0	1	0	1	4	4	0	0	0	0	2	0	1	4	0	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	1	0	1	0	0	0
ASV21935	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	2	1	0	1	0	0
ASV21936	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	4	0	1	0	0	0	1	0	1	0	1	0	2	0	0	2	2	0	1	1	0
ASV21937	1	0	2	0	0	1	0	5	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
ASV21938	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21939	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ASV2194	5	0	1	11	0	1	1	2	0	2	0	1	3	5	0	9	1	6	7	10	4	2	10	14	1	8	12	0	4	0	2	6	4	2	1	9	2	4	0	10	19	3	25	0	1	1	18	23	4	4	0	7	2	2	1	0	0	16	2	5	2	13	0	1	7	5	1	4
ASV21940	0	0	1	0	0	0	1	0	0	4	0	1	0	0	1	1	0	1	1	3	1	0	0	0	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	3	1	0	0	0	1	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	2
ASV21941	0	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	2	0	0	0	2	1	0	5	0	0	0	0	2	0	0	0	0
ASV21942	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV21943	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV21944	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	3	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0
ASV21945	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ASV21946	0	0	0	0	0	1	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
ASV21947	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21948	4	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3	0	2	0	0	0	4	2	0	1	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ASV21949	1	0	0	1	1	1	0	0	1	4	1	0	0	0	0	1	0	2	0	4	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0	3	0	1	3	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1
ASV2195	7	3	12	3	4	4	11	17	3	22	3	4	0	1	3	12	3	12	9	0	1	5	7	3	7	6	7	2	7	6	7	4	4	8	6	1	0	10	2	6	19	5	0	5	4	2	6	6	0	0	0	0	5	1	3	4	0	3	4	3	3	5	0	1	4	3	4	10
ASV21950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	0
ASV21951	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	1	0	0	0	0	1	1	0
ASV21952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
ASV21953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV21954	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21955	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21956	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
ASV21957	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV21958	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0
ASV21959	0	1	1	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV2196	0	1	0	0	1	1	0	32	5	12	0	1	1	0	2	1	0	5	0	1	0	0	0	1	1	2	8	0	0	23	0	3	0	0	0	10	3	0	0	4	26	2	13	0	2	3	2	13	0	1	0	0	13	1	0	1	0	8	0	0	0	6	1	0	100	1	0	2
ASV21960	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0
ASV21961	0	2	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	3	0	1	0	0	0	0	0	0	3	1	1	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	1	0	0	2	0
ASV21962	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	2	1	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ASV21963	0	0	0	0	1	1	2	1	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	1	0	1
ASV21964	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	13	6	0	0	0	0	0	0	0
ASV21965	1	0	0	0	0	2	0	0	1	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
ASV21966	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
ASV21967	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0
ASV21968	0	1	2	2	0	0	1	0	0	0	1	0	0	2	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	2	1	0	0	0	0	1	1	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2
ASV21969	0	0	0	1	0	0	1	0	0	0	1	0	6	0	0	1	0	0	1	3	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	4	0	0	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0
ASV2197	3	1	2	2	1	0	9	1	2	0	1	1	0	7	0	2	0	4	3	13	6	1	4	10	0	2	1	3	1	3	6	8	2	0	0	17	1	4	0	16	40	37	22	2	1	2	21	13	3	19	0	4	6	1	2	1	1	15	7	9	3	12	1	2	7	0	0	4
ASV21970	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ASV21971	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	1	0	0	0	2	0	0	0	0	1	0	1	0
ASV21972	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	2	1	3	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV21973	0	5	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ASV21974	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV21975	0	0	0	0	1	1	0	0	0	0	1	2	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	3	0	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
ASV21976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV21977	1	0	0	0	0	2	1	2	0	1	0	0	0	2	0	0	2	1	3	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0
ASV21978	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ASV21979	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ASV2198	2	1	6	5	7	5	12	12	1	4	6	4	1	0	2	8	4	21	6	7	0	11	0	4	3	4	0	5	2	5	2	5	4	4	2	5	4	14	1	3	11	3	0	1	0	4	6	1	5	0	0	3	4	2	0	2	1	4	2	5	2	0	2	0	5	4	5	10
ASV21980	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV21981	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
ASV21982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	1	0
ASV21983	0	2	0	1	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	3	0	0	1	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV21984	0	0	0	2	0	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV21985	0	1	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2
ASV21986	3	0	0	0	0	1	2	0	0	0	0	0	6	2	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ASV21987	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0
ASV21988	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	5	1	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV21989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ASV2199	0	0	0	1	0	0	53	0	0	36	0	2	0	0	0	0	1	0	0	0	17	0	0	0	7	0	0	0	0	0	0	136	2	0	0	0	0	0	1	0	0	16	0	0	16	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0
ASV21990	0	5	4	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
ASV21991	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0
ASV21992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21993	0	1	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21994	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ASV21995	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV21996	0	0	2	1	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	4	0	0	2	0	1	0	1	0	0	1	0	0	0	0	3	0	1	0	1	0	6	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	2
ASV21997	0	1	0	0	1	1	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	1	0	1	1	0	1	0	1	2	5	0	0	3	0
ASV21998	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV21999	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ASV22	265	122	426	235	202	216	206	450	139	329	196	134	123	116	253	231	149	287	182	257	263	308	374	196	374	170	332	120	242	281	247	282	232	191	141	318	324	291	281	238	445	298	443	396	149	153	164	477	354	386	1	207	432	209	291	205	138	158	273	156	151	452	205	63	291	150	138	267
ASV220	17	52	60	4	82	53	14	2	63	3	76	77	65	82	99	11	8	35	32	14	34	2	5	14	3	44	45	69	112	3	30	11	38	85	78	26	155	11	95	31	1	11	9	81	25	97	36	103	177	36	1	20	19	70	59	5	109	43	5	42	5	3	81	76	2	10	118	0
ASV2200	8	3	0	5	4	8	17	0	10	0	2	4	20	8	4	0	8	1	0	6	15	0	0	7	0	2	3	6	14	17	1	3	2	3	3	1	0	0	8	0	2	3	0	0	5	4	2	1	18	4	0	4	2	0	4	2	2	3	0	1	0	1	7	3	13	15	3	8
ASV22000	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV22001	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0
ASV22002	0	1	0	0	1	3	1	0	0	0	1	2	0	1	1	0	0	0	1	0	0	0	0	1	0	3	2	0	2	1	2	1	1	0	2	1	1	1	0	0	0	0	0	2	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ASV22003	0	5	3	2	5	0	3	2	1	1	1	2	1	1	3	2	0	0	2	0	3	2	4	1	1	1	1	1	0	0	0	0	0	1	2	1	2	0	1	2	1	2	1	2	5	1	0	2	1	2	0	3	4	0	2	3	3	0	0	2	2	1	1	0	1	2	1	3
ASV22004	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
ASV22005	2	1	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	7
ASV22006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV22007	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
